Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , Colorado ,2007,1,8.98, Colorado 20071
Average retail price of electricity , Colorado ,2006,12,8.45, Colorado 200612
Average retail price of electricity , Colorado ,2006,11,8.68, Colorado 200611
Average retail price of electricity , Colorado ,2006,10,8.93, Colorado 200610
Average retail price of electricity , Colorado ,2006,9,9.07, Colorado 20069
Average retail price of electricity , Colorado ,2006,8,9.29, Colorado 20068
Average retail price of electricity , Colorado ,2006,7,9.14, Colorado 20067
Average retail price of electricity , Colorado ,2006,6,8.76, Colorado 20066
Average retail price of electricity , Colorado ,2006,5,8.98, Colorado 20065
Average retail price of electricity , Colorado ,2006,4,9.2, Colorado 20064
Average retail price of electricity , Colorado ,2006,3,9.47, Colorado 20063
Average retail price of electricity , Colorado ,2006,2,9.23, Colorado 20062
Average retail price of electricity , Colorado ,2006,1,9.05, Colorado 20061
Average retail price of electricity , Colorado ,2005,12,9.62, Colorado 200512
Average retail price of electricity , Colorado ,2005,11,9.76, Colorado 200511
Average retail price of electricity , Colorado ,2005,10,9.11, Colorado 200510
Average retail price of electricity , Colorado ,2005,9,9.08, Colorado 20059
Average retail price of electricity , Colorado ,2005,8,8.97, Colorado 20058
Average retail price of electricity , Colorado ,2005,7,9.01, Colorado 20057
Average retail price of electricity , Colorado ,2005,6,9.11, Colorado 20056
Average retail price of electricity , Colorado ,2005,5,9.14, Colorado 20055
Average retail price of electricity , Colorado ,2005,4,8.81, Colorado 20054
Average retail price of electricity , Colorado ,2005,3,8.8, Colorado 20053
Average retail price of electricity , Colorado ,2005,2,8.73, Colorado 20052
Average retail price of electricity , Colorado ,2005,1,8.64, Colorado 20051
Average retail price of electricity , Colorado ,2004,12,7.74, Colorado 200412
Average retail price of electricity , Colorado ,2004,11,8.59, Colorado 200411
Average retail price of electricity , Colorado ,2004,10,8.85, Colorado 200410
Average retail price of electricity , Colorado ,2004,9,8.74, Colorado 20049
Average retail price of electricity , Colorado ,2004,8,8.61, Colorado 20048
Average retail price of electricity , Colorado ,2004,7,8.56, Colorado 20047
Average retail price of electricity , Colorado ,2004,6,8.67, Colorado 20046
Average retail price of electricity , Colorado ,2004,5,8.65, Colorado 20045
Average retail price of electricity , Colorado ,2004,4,8.4, Colorado 20044
Average retail price of electricity , Colorado ,2004,3,8.23, Colorado 20043
Average retail price of electricity , Colorado ,2004,2,8.08, Colorado 20042
Average retail price of electricity , Colorado ,2004,1,7.98, Colorado 20041
Average retail price of electricity , Colorado ,2003,12,8.02, Colorado 200312
Average retail price of electricity , Colorado ,2003,11,8.18, Colorado 200311
Average retail price of electricity , Colorado ,2003,10,8.6, Colorado 200310
Average retail price of electricity , Colorado ,2003,9,8.3, Colorado 20039
Average retail price of electricity , Colorado ,2003,8,8.17, Colorado 20038
Average retail price of electricity , Colorado ,2003,7,8.34, Colorado 20037
Average retail price of electricity , Colorado ,2003,6,8.5, Colorado 20036
Average retail price of electricity , Colorado ,2003,5,8.61, Colorado 20035
Average retail price of electricity , Colorado ,2003,4,8, Colorado 20034
Average retail price of electricity , Colorado ,2003,3,7.75, Colorado 20033
Average retail price of electricity , Colorado ,2003,2,7.78, Colorado 20032
Average retail price of electricity , Colorado ,2003,1,7.53, Colorado 20031
Average retail price of electricity , Colorado ,2002,12,7.14, Colorado 200212
Average retail price of electricity , Colorado ,2002,11,7.38, Colorado 200211
Average retail price of electricity , Colorado ,2002,10,7.91, Colorado 200210
Average retail price of electricity , Colorado ,2002,9,7.73, Colorado 20029
Average retail price of electricity , Colorado ,2002,8,7.54, Colorado 20028
Average retail price of electricity , Colorado ,2002,7,7.38, Colorado 20027
Average retail price of electricity , Colorado ,2002,6,7.74, Colorado 20026
Average retail price of electricity , Colorado ,2002,5,7.83, Colorado 20025
Average retail price of electricity , Colorado ,2002,4,7.2, Colorado 20024
Average retail price of electricity , Colorado ,2002,3,6.95, Colorado 20023
Average retail price of electricity , Colorado ,2002,2,6.93, Colorado 20022
Average retail price of electricity , Colorado ,2002,1,6.84, Colorado 20021
Average retail price of electricity , Colorado ,2001,12,7.63, Colorado 200112
Average retail price of electricity , Colorado ,2001,11,7.11, Colorado 200111
Average retail price of electricity , Colorado ,2001,10,7.74, Colorado 200110
Average retail price of electricity , Colorado ,2001,9,8.13, Colorado 20019
Average retail price of electricity , Colorado ,2001,8,7.45, Colorado 20018
Average retail price of electricity , Colorado ,2001,7,7.31, Colorado 20017
Average retail price of electricity , Colorado ,2001,6,8.18, Colorado 20016
Average retail price of electricity , Colorado ,2001,5,7.84, Colorado 20015
Average retail price of electricity , Colorado ,2001,4,7.46, Colorado 20014
Average retail price of electricity , Colorado ,2001,3,7.03, Colorado 20013
Average retail price of electricity , Colorado ,2001,2,7.15, Colorado 20012
Average retail price of electricity , Colorado ,2001,1,6.71, Colorado 20011
Average retail price of electricity , Connecticut ,2017,7,20.23, Connecticut 20177
Average retail price of electricity , Connecticut ,2017,6,20.47, Connecticut 20176
Average retail price of electricity , Connecticut ,2017,5,20.94, Connecticut 20175
Average retail price of electricity , Connecticut ,2017,4,20.12, Connecticut 20174
Average retail price of electricity , Connecticut ,2017,3,20.06, Connecticut 20173
Average retail price of electricity , Connecticut ,2017,2,19.91, Connecticut 20172
Average retail price of electricity , Connecticut ,2017,1,19.28, Connecticut 20171
Average retail price of electricity , Connecticut ,2016,12,19.02, Connecticut 201612
Average retail price of electricity , Connecticut ,2016,11,19.75, Connecticut 201611
Average retail price of electricity , Connecticut ,2016,10,19.93, Connecticut 201610
Average retail price of electricity , Connecticut ,2016,9,18.97, Connecticut 20169
Average retail price of electricity , Connecticut ,2016,8,18.78, Connecticut 20168
Average retail price of electricity , Connecticut ,2016,7,19.76, Connecticut 20167
Average retail price of electricity , Connecticut ,2016,6,20.94, Connecticut 20166
Average retail price of electricity , Connecticut ,2016,5,21.63, Connecticut 20165
Average retail price of electricity , Connecticut ,2016,4,21.15, Connecticut 20164
Average retail price of electricity , Connecticut ,2016,3,20.84, Connecticut 20163
Average retail price of electricity , Connecticut ,2016,2,20.68, Connecticut 20162
Average retail price of electricity , Connecticut ,2016,1,19.85, Connecticut 20161
Average retail price of electricity , Connecticut ,2015,12,19.47, Connecticut 201512
Average retail price of electricity , Connecticut ,2015,11,20.04, Connecticut 201511
Average retail price of electricity , Connecticut ,2015,10,20.13, Connecticut 201510
Average retail price of electricity , Connecticut ,2015,9,19.29, Connecticut 20159
Average retail price of electricity , Connecticut ,2015,8,19.27, Connecticut 20158
Average retail price of electricity , Connecticut ,2015,7,20.47, Connecticut 20157
Average retail price of electricity , Connecticut ,2015,6,22.62, Connecticut 20156
Average retail price of electricity , Connecticut ,2015,5,23.12, Connecticut 20155
Average retail price of electricity , Connecticut ,2015,4,22.34, Connecticut 20154
Average retail price of electricity , Connecticut ,2015,3,22.06, Connecticut 20153
Average retail price of electricity , Connecticut ,2015,2,21.91, Connecticut 20152
Average retail price of electricity , Connecticut ,2015,1,21.08, Connecticut 20151
Average retail price of electricity , Connecticut ,2014,12,20.04, Connecticut 201412
Average retail price of electricity , Connecticut ,2014,11,20.02, Connecticut 201411
Average retail price of electricity , Connecticut ,2014,10,20.38, Connecticut 201410
Average retail price of electricity , Connecticut ,2014,9,19.82, Connecticut 20149
Average retail price of electricity , Connecticut ,2014,8,19.88, Connecticut 20148
Average retail price of electricity , Connecticut ,2014,7,19.62, Connecticut 20147
Average retail price of electricity , Connecticut ,2014,6,20.27, Connecticut 20146
Average retail price of electricity , Connecticut ,2014,5,20.28, Connecticut 20145
Average retail price of electricity , Connecticut ,2014,4,19.96, Connecticut 20144
Average retail price of electricity , Connecticut ,2014,3,19.58, Connecticut 20143
Average retail price of electricity , Connecticut ,2014,2,19.45, Connecticut 20142
Average retail price of electricity , Connecticut ,2014,1,18.49, Connecticut 20141
Average retail price of electricity , Connecticut ,2013,12,17.59, Connecticut 201312
Average retail price of electricity , Connecticut ,2013,11,18.18, Connecticut 201311
Average retail price of electricity , Connecticut ,2013,10,18.57, Connecticut 201310
