Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , Maine ,2010,6,2.292, Maine 20106
Total consumption , coal , Maine ,2010,5,4.176, Maine 20105
Total consumption , coal , Maine ,2010,4,3.318, Maine 20104
Total consumption , coal , Maine ,2010,3,7.291, Maine 20103
Total consumption , coal , Maine ,2010,2,5.663, Maine 20102
Total consumption , coal , Maine ,2010,1,6.754, Maine 20101
Total consumption , coal , Maine ,2009,12,7.113, Maine 200912
Total consumption , coal , Maine ,2009,11,5.746, Maine 200911
Total consumption , coal , Maine ,2009,10,1.035, Maine 200910
Total consumption , coal , Maine ,2009,9,1.057, Maine 20099
Total consumption , coal , Maine ,2009,8,0.991, Maine 20098
Total consumption , coal , Maine ,2009,7,1.743, Maine 20097
Total consumption , coal , Maine ,2009,6,3.417, Maine 20096
Total consumption , coal , Maine ,2009,5,0.899, Maine 20095
Total consumption , coal , Maine ,2009,4,1.315, Maine 20094
Total consumption , coal , Maine ,2009,3,1.932, Maine 20093
Total consumption , coal , Maine ,2009,2,2.909, Maine 20092
Total consumption , coal , Maine ,2009,1,5.802, Maine 20091
Total consumption , coal , Maine ,2008,12,6.571, Maine 200812
Total consumption , coal , Maine ,2008,11,1.961, Maine 200811
Total consumption , coal , Maine ,2008,10,5.935, Maine 200810
Total consumption , coal , Maine ,2008,9,4.268, Maine 20089
Total consumption , coal , Maine ,2008,8,10.677, Maine 20088
Total consumption , coal , Maine ,2008,7,13.453, Maine 20087
Total consumption , coal , Maine ,2008,6,12.24, Maine 20086
Total consumption , coal , Maine ,2008,5,17.442, Maine 20085
Total consumption , coal , Maine ,2008,4,12.396, Maine 20084
Total consumption , coal , Maine ,2008,3,12.396, Maine 20083
Total consumption , coal , Maine ,2008,2,13.162, Maine 20082
Total consumption , coal , Maine ,2008,1,16.581, Maine 20081
Total consumption , coal , Maine ,2007,12,15.476, Maine 200712
Total consumption , coal , Maine ,2007,11,10.335, Maine 200711
Total consumption , coal , Maine ,2007,10,9.611, Maine 200710
Total consumption , coal , Maine ,2007,9,9.798, Maine 20079
Total consumption , coal , Maine ,2007,8,10.484, Maine 20078
Total consumption , coal , Maine ,2007,7,10.61, Maine 20077
Total consumption , coal , Maine ,2007,6,11.267, Maine 20076
Total consumption , coal , Maine ,2007,5,10.89, Maine 20075
Total consumption , coal , Maine ,2007,4,10.89, Maine 20074
Total consumption , coal , Maine ,2007,3,13.302, Maine 20073
Total consumption , coal , Maine ,2007,2,11.949, Maine 20072
Total consumption , coal , Maine ,2007,1,11.887, Maine 20071
Total consumption , coal , Maine ,2006,12,12.146, Maine 200612
Total consumption , coal , Maine ,2006,11,12.571, Maine 200611
Total consumption , coal , Maine ,2006,10,12.037, Maine 200610
Total consumption , coal , Maine ,2006,9,9.86, Maine 20069
Total consumption , coal , Maine ,2006,8,13.984, Maine 20068
Total consumption , coal , Maine ,2006,7,9.623, Maine 20067
Total consumption , coal , Maine ,2006,6,11.56, Maine 20066
Total consumption , coal , Maine ,2006,5,16.206, Maine 20065
Total consumption , coal , Maine ,2006,4,13.436, Maine 20064
Total consumption , coal , Maine ,2006,3,11.751, Maine 20063
Total consumption , coal , Maine ,2006,2,11.971, Maine 20062
Total consumption , coal , Maine ,2006,1,11.745, Maine 20061
Total consumption , coal , Maine ,2005,12,10.87, Maine 200512
Total consumption , coal , Maine ,2005,11,9.647, Maine 200511
Total consumption , coal , Maine ,2005,10,12.328, Maine 200510
Total consumption , coal , Maine ,2005,9,10.06, Maine 20059
Total consumption , coal , Maine ,2005,8,10.697, Maine 20058
Total consumption , coal , Maine ,2005,7,14.457, Maine 20057
Total consumption , coal , Maine ,2005,6,13.191, Maine 20056
Total consumption , coal , Maine ,2005,5,15.65, Maine 20055
Total consumption , coal , Maine ,2005,4,13.416, Maine 20054
Total consumption , coal , Maine ,2005,3,11.695, Maine 20053
Total consumption , coal , Maine ,2005,2,11.366, Maine 20052
Total consumption , coal , Maine ,2005,1,12.222, Maine 20051
Total consumption , coal , Maine ,2004,12,12.468, Maine 200412
Total consumption , coal , Maine ,2004,11,12.806, Maine 200411
Total consumption , coal , Maine ,2004,10,13.828, Maine 200410
Total consumption , coal , Maine ,2004,9,11.133, Maine 20049
Total consumption , coal , Maine ,2004,8,12.026, Maine 20048
Total consumption , coal , Maine ,2004,7,12.65, Maine 20047
Total consumption , coal , Maine ,2004,6,12.072, Maine 20046
Total consumption , coal , Maine ,2004,5,15.676, Maine 20045
Total consumption , coal , Maine ,2004,4,16.952, Maine 20044
Total consumption , coal , Maine ,2004,3,18.307, Maine 20043
Total consumption , coal , Maine ,2004,2,13.915, Maine 20042
Total consumption , coal , Maine ,2004,1,15.924, Maine 20041
Total consumption , coal , Maine ,2003,12,16.208, Maine 200312
Total consumption , coal , Maine ,2003,11,13.232, Maine 200311
Total consumption , coal , Maine ,2003,10,10.528, Maine 200310
Total consumption , coal , Maine ,2003,9,17.961, Maine 20039
Total consumption , coal , Maine ,2003,8,14.136, Maine 20038
Total consumption , coal , Maine ,2003,7,15.255, Maine 20037
Total consumption , coal , Maine ,2003,6,13.255, Maine 20036
Total consumption , coal , Maine ,2003,5,13.454, Maine 20035
Total consumption , coal , Maine ,2003,4,10.375, Maine 20034
Total consumption , coal , Maine ,2003,3,13.18, Maine 20033
Total consumption , coal , Maine ,2003,2,13.919, Maine 20032
Total consumption , coal , Maine ,2003,1,12.299, Maine 20031
Total consumption , coal , Maine ,2002,12,15.209, Maine 200212
Total consumption , coal , Maine ,2002,11,13.383, Maine 200211
Total consumption , coal , Maine ,2002,10,12.175, Maine 200210
Total consumption , coal , Maine ,2002,9,16.077, Maine 20029
Total consumption , coal , Maine ,2002,8,23.695, Maine 20028
Total consumption , coal , Maine ,2002,7,23.31, Maine 20027
Total consumption , coal , Maine ,2002,6,24.225, Maine 20026
Total consumption , coal , Maine ,2002,5,19.212, Maine 20025
Total consumption , coal , Maine ,2002,4,16.051, Maine 20024
Total consumption , coal , Maine ,2002,3,15.512, Maine 20023
Total consumption , coal , Maine ,2002,2,21.78, Maine 20022
Total consumption , coal , Maine ,2002,1,19.975, Maine 20021
Total consumption , coal , Maine ,2001,12,16.64, Maine 200112
Total consumption , coal , Maine ,2001,11,12.1, Maine 200111
Total consumption , coal , Maine ,2001,10,14.03, Maine 200110
Total consumption , coal , Maine ,2001,9,13.42, Maine 20019
Total consumption , coal , Maine ,2001,8,14.34, Maine 20018
Total consumption , coal , Maine ,2001,7,17.07, Maine 20017
Total consumption , coal , Maine ,2001,6,14.89, Maine 20016
Total consumption , coal , Maine ,2001,5,15.34, Maine 20015
Total consumption , coal , Maine ,2001,4,13.1, Maine 20014
Total consumption , coal , Maine ,2001,3,18.1, Maine 20013
Total consumption , coal , Maine ,2001,2,14.45, Maine 20012
Total consumption , coal , Maine ,2001,1,16.73, Maine 20011
Total consumption , coal , Maryland ,2017,7,601.756, Maryland 20177
Total consumption , coal , Maryland ,2017,6,330.562, Maryland 20176
Total consumption , coal , Maryland ,2017,5,319.888, Maryland 20175
Total consumption , coal , Maryland ,2017,4,73.935, Maryland 20174
Total consumption , coal , Maryland ,2017,3,160.369, Maryland 20173
Total consumption , coal , Maryland ,2017,2,215.351, Maryland 20172
Total consumption , coal , Maryland ,2017,1,330.665, Maryland 20171
Total consumption , coal , Maryland ,2016,12,462.132, Maryland 201612
Total consumption , coal , Maryland ,2016,11,288.832, Maryland 201611
Total consumption , coal , Maryland ,2016,10,467.4, Maryland 201610
Total consumption , coal , Maryland ,2016,9,634.587, Maryland 20169
Total consumption , coal , Maryland ,2016,8,799.002, Maryland 20168
Total consumption , coal , Maryland ,2016,7,796.046, Maryland 20167
Total consumption , coal , Maryland ,2016,6,563.98, Maryland 20166
Total consumption , coal , Maryland ,2016,5,242.848, Maryland 20165
Total consumption , coal , Maryland ,2016,4,298.684, Maryland 20164
Total consumption , coal , Maryland ,2016,3,453.958, Maryland 20163
Total consumption , coal , Maryland ,2016,2,511.316, Maryland 20162
Total consumption , coal , Maryland ,2016,1,473.934, Maryland 20161
Total consumption , coal , Maryland ,2015,12,224.004, Maryland 201512
Total consumption , coal , Maryland ,2015,11,254.673, Maryland 201511
Total consumption , coal , Maryland ,2015,10,323.81, Maryland 201510
Total consumption , coal , Maryland ,2015,9,469.228, Maryland 20159
Total consumption , coal , Maryland ,2015,8,490.829, Maryland 20158
Total consumption , coal , Maryland ,2015,7,690.549, Maryland 20157
Total consumption , coal , Maryland ,2015,6,666.709, Maryland 20156
Total consumption , coal , Maryland ,2015,5,575.441, Maryland 20155
Total consumption , coal , Maryland ,2015,4,311.544, Maryland 20154
Total consumption , coal , Maryland ,2015,3,495.918, Maryland 20153
Total consumption , coal , Maryland ,2015,2,872.063, Maryland 20152
Total consumption , coal , Maryland ,2015,1,661.541, Maryland 20151
Total consumption , coal , Maryland ,2014,12,452.138, Maryland 201412
Total consumption , coal , Maryland ,2014,11,442.697, Maryland 201411
Total consumption , coal , Maryland ,2014,10,413.326, Maryland 201410
Total consumption , coal , Maryland ,2014,9,547.475, Maryland 20149
Total consumption , coal , Maryland ,2014,8,451.267, Maryland 20148
Total consumption , coal , Maryland ,2014,7,620.799, Maryland 20147
Total consumption , coal , Maryland ,2014,6,606.193, Maryland 20146
Total consumption , coal , Maryland ,2014,5,611.617, Maryland 20145
Total consumption , coal , Maryland ,2014,4,521.331, Maryland 20144
Total consumption , coal , Maryland ,2014,3,904.519, Maryland 20143
Total consumption , coal , Maryland ,2014,2,842.27, Maryland 20142
Total consumption , coal , Maryland ,2014,1,997.099, Maryland 20141
Total consumption , coal , Maryland ,2013,12,602.684, Maryland 201312
Total consumption , coal , Maryland ,2013,11,587.754, Maryland 201311
Total consumption , coal , Maryland ,2013,10,558.627, Maryland 201310
Total consumption , coal , Maryland ,2013,9,531.866, Maryland 20139
Total consumption , coal , Maryland ,2013,8,603.335, Maryland 20138
Total consumption , coal , Maryland ,2013,7,812.495, Maryland 20137
Total consumption , coal , Maryland ,2013,6,694.155, Maryland 20136
Total consumption , coal , Maryland ,2013,5,393.435, Maryland 20135
Total consumption , coal , Maryland ,2013,4,284.941, Maryland 20134
Total consumption , coal , Maryland ,2013,3,599.93, Maryland 20133
Total consumption , coal , Maryland ,2013,2,505.497, Maryland 20132
Total consumption , coal , Maryland ,2013,1,614.4, Maryland 20131
Total consumption , coal , Maryland ,2012,12,553.675, Maryland 201212
Total consumption , coal , Maryland ,2012,11,768.373, Maryland 201211
Total consumption , coal , Maryland ,2012,10,619.829, Maryland 201210
Total consumption , coal , Maryland ,2012,9,604.026, Maryland 20129
Total consumption , coal , Maryland ,2012,8,784.265, Maryland 20128
Total consumption , coal , Maryland ,2012,7,999.292, Maryland 20127
Total consumption , coal , Maryland ,2012,6,550.626, Maryland 20126
Total consumption , coal , Maryland ,2012,5,558.405, Maryland 20125
Total consumption , coal , Maryland ,2012,4,350.831, Maryland 20124
Total consumption , coal , Maryland ,2012,3,317.043, Maryland 20123
Total consumption , coal , Maryland ,2012,2,366.423, Maryland 20122
Total consumption , coal , Maryland ,2012,1,456.763, Maryland 20121
Total consumption , coal , Maryland ,2011,12,552.044, Maryland 201112
Total consumption , coal , Maryland ,2011,11,572.25, Maryland 201111
Total consumption , coal , Maryland ,2011,10,556.976, Maryland 201110
Total consumption , coal , Maryland ,2011,9,612.006, Maryland 20119
Total consumption , coal , Maryland ,2011,8,885.633, Maryland 20118
Total consumption , coal , Maryland ,2011,7,1048.898, Maryland 20117
Total consumption , coal , Maryland ,2011,6,842.651, Maryland 20116
Total consumption , coal , Maryland ,2011,5,746.244, Maryland 20115
Total consumption , coal , Maryland ,2011,4,548.805, Maryland 20114
Total consumption , coal , Maryland ,2011,3,782.078, Maryland 20113
Total consumption , coal , Maryland ,2011,2,691.43, Maryland 20112
Total consumption , coal , Maryland ,2011,1,1078.174, Maryland 20111
Total consumption , coal , Maryland ,2010,12,1045.331, Maryland 201012
Total consumption , coal , Maryland ,2010,11,577.479, Maryland 201011
Total consumption , coal , Maryland ,2010,10,547.817, Maryland 201010
Total consumption , coal , Maryland ,2010,9,777.473, Maryland 20109
Total consumption , coal , Maryland ,2010,8,1019.194, Maryland 20108
Total consumption , coal , Maryland ,2010,7,1099.208, Maryland 20107
Total consumption , coal , Maryland ,2010,6,933.314, Maryland 20106
Total consumption , coal , Maryland ,2010,5,700.151, Maryland 20105
Total consumption , coal , Maryland ,2010,4,497.257, Maryland 20104
Total consumption , coal , Maryland ,2010,3,775.967, Maryland 20103
Total consumption , coal , Maryland ,2010,2,899.241, Maryland 20102
Total consumption , coal , Maryland ,2010,1,973.272, Maryland 20101
Total consumption , coal , Maryland ,2009,12,1063.035, Maryland 200912
Total consumption , coal , Maryland ,2009,11,503.127, Maryland 200911
Total consumption , coal , Maryland ,2009,10,524.696, Maryland 200910
Total consumption , coal , Maryland ,2009,9,533.873, Maryland 20099
Total consumption , coal , Maryland ,2009,8,968.741, Maryland 20098
Total consumption , coal , Maryland ,2009,7,917.725, Maryland 20097
Total consumption , coal , Maryland ,2009,6,836.306, Maryland 20096
Total consumption , coal , Maryland ,2009,5,767.292, Maryland 20095
Total consumption , coal , Maryland ,2009,4,814.91, Maryland 20094
Total consumption , coal , Maryland ,2009,3,838.659, Maryland 20093
Total consumption , coal , Maryland ,2009,2,882.147, Maryland 20092
Total consumption , coal , Maryland ,2009,1,1154.232, Maryland 20091
Total consumption , coal , Maryland ,2008,12,1030.501, Maryland 200812
Total consumption , coal , Maryland ,2008,11,772.297, Maryland 200811
Total consumption , coal , Maryland ,2008,10,701.561, Maryland 200810
Total consumption , coal , Maryland ,2008,9,937.784, Maryland 20089
Total consumption , coal , Maryland ,2008,8,1013.507, Maryland 20088
Total consumption , coal , Maryland ,2008,7,1163.46, Maryland 20087
Total consumption , coal , Maryland ,2008,6,1034.293, Maryland 20086
Total consumption , coal , Maryland ,2008,5,626.144, Maryland 20085
Total consumption , coal , Maryland ,2008,4,671.383, Maryland 20084
Total consumption , coal , Maryland ,2008,3,992.103, Maryland 20083
Total consumption , coal , Maryland ,2008,2,1033.728, Maryland 20082
Total consumption , coal , Maryland ,2008,1,1088.407, Maryland 20081
Total consumption , coal , Maryland ,2007,12,1077.458, Maryland 200712
Total consumption , coal , Maryland ,2007,11,919.203, Maryland 200711
Total consumption , coal , Maryland ,2007,10,871.996, Maryland 200710
Total consumption , coal , Maryland ,2007,9,918.425, Maryland 20079
Total consumption , coal , Maryland ,2007,8,1139.706, Maryland 20078
Total consumption , coal , Maryland ,2007,7,1111.179, Maryland 20077
Total consumption , coal , Maryland ,2007,6,1044.954, Maryland 20076
Total consumption , coal , Maryland ,2007,5,882.663, Maryland 20075
Total consumption , coal , Maryland ,2007,4,755.117, Maryland 20074
Total consumption , coal , Maryland ,2007,3,991.899, Maryland 20073
Total consumption , coal , Maryland ,2007,2,1080.69, Maryland 20072
Total consumption , coal , Maryland ,2007,1,1090.547, Maryland 20071
Total consumption , coal , Maryland ,2006,12,949.69709, Maryland 200612
Total consumption , coal , Maryland ,2006,11,819.10799, Maryland 200611
Total consumption , coal , Maryland ,2006,10,983.69244, Maryland 200610
Total consumption , coal , Maryland ,2006,9,893.75671, Maryland 20069
Total consumption , coal , Maryland ,2006,8,1170.18867, Maryland 20068
Total consumption , coal , Maryland ,2006,7,1190.25821, Maryland 20067
Total consumption , coal , Maryland ,2006,6,988.05387, Maryland 20066
Total consumption , coal , Maryland ,2006,5,738.16518, Maryland 20065
Total consumption , coal , Maryland ,2006,4,783.13923, Maryland 20064
Total consumption , coal , Maryland ,2006,3,1028.71846, Maryland 20063
Total consumption , coal , Maryland ,2006,2,1036.44899, Maryland 20062
Total consumption , coal , Maryland ,2006,1,1057.12716, Maryland 20061
Total consumption , coal , Maryland ,2005,12,969.621, Maryland 200512
Total consumption , coal , Maryland ,2005,11,866.59732, Maryland 200511
Total consumption , coal , Maryland ,2005,10,965.95123, Maryland 200510
Total consumption , coal , Maryland ,2005,9,1047.70049, Maryland 20059
Total consumption , coal , Maryland ,2005,8,1186.56477, Maryland 20058
